"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"LUPIN","EQ","07-Apr-2017","       1448.40","       1445.65","       1448.00","       1406.10","       1408.25","       1410.05","       1423.39","    1036712","          1475641962.60","      50263","     704588","         67.96"
"LUPIN","EQ","10-Apr-2017","       1410.05","       1405.00","       1419.50","       1397.00","       1415.30","       1415.35","       1406.82","    1263154","          1777025372.80","      50318","     722156","         57.17"
"LUPIN","EQ","11-Apr-2017","       1415.35","       1422.45","       1433.45","       1416.00","       1428.00","       1429.45","       1427.35","     728077","          1039221955.60","      25647","     488196","         67.05"
"LUPIN","EQ","12-Apr-2017","       1429.45","       1428.00","       1444.45","       1408.05","       1436.05","       1439.45","       1427.84","     782828","          1117753489.00","      38523","     408871","         52.23"
"LUPIN","EQ","13-Apr-2017","       1439.45","       1447.50","       1454.90","       1430.00","       1430.10","       1434.65","       1442.22","     747073","          1077445171.20","      30061","     272664","         36.50"
"LUPIN","EQ","17-Apr-2017","       1434.65","       1434.80","       1442.45","       1411.15","       1419.00","       1416.95","       1421.82","     539429","           766970796.00","      24640","     307711","         57.04"
"LUPIN","EQ","18-Apr-2017","       1416.95","       1420.00","       1428.95","       1411.55","       1414.85","       1414.95","       1422.43","     387950","           551830265.55","      17389","     245704","         63.33"
"LUPIN","EQ","19-Apr-2017","       1414.95","       1422.85","       1422.85","       1408.05","       1409.00","       1410.25","       1412.88","     345971","           488814608.80","      25221","     198193","         57.29"
"LUPIN","EQ","20-Apr-2017","       1410.25","       1411.00","       1430.15","       1410.00","       1426.00","       1427.45","       1421.73","     479647","           681926945.95","      17286","     304433","         63.47"
"LUPIN","EQ","21-Apr-2017","       1427.45","       1427.45","       1431.40","       1406.20","       1407.20","       1407.85","       1415.65","     402801","           570225141.80","      23017","     261996","         65.04"
"LUPIN","EQ","24-Apr-2017","       1407.85","       1405.00","       1405.00","       1356.00","       1361.00","       1361.50","       1370.35","    1326184","          1817331384.45","      55414","     657653","         49.59"
"LUPIN","EQ","25-Apr-2017","       1361.50","       1366.05","       1381.10","       1361.50","       1377.00","       1377.35","       1372.19","     937866","          1286934353.05","      35242","     609579","         65.00"
"LUPIN","EQ","26-Apr-2017","       1377.35","       1377.35","       1382.00","       1366.85","       1367.00","       1371.05","       1372.16","     470446","           645527113.00","      29401","     305947","         65.03"
"LUPIN","EQ","27-Apr-2017","       1371.05","       1369.00","       1369.90","       1332.00","       1335.00","       1336.20","       1345.05","    1850221","          2488631821.20","      57319","    1071360","         57.90"
"LUPIN","EQ","28-Apr-2017","       1336.20","       1340.00","       1372.00","       1318.70","       1337.00","       1338.35","       1339.19","    2257402","          3023082223.65","      85199","    1123520","         49.77"
"LUPIN","EQ","02-May-2017","       1338.35","       1354.00","       1354.00","       1301.00","       1303.90","       1303.80","       1315.96","    1289019","          1696293843.00","      63485","     675713","         52.42"
"LUPIN","EQ","03-May-2017","       1303.80","       1308.00","       1312.35","       1261.40","       1267.00","       1264.90","       1275.85","    1825156","          2328632961.45","      55750","     851346","         46.65"
"LUPIN","EQ","04-May-2017","       1264.90","       1270.00","       1284.45","       1259.00","       1263.00","       1261.75","       1271.49","    1359127","          1728118187.75","      43330","     692027","         50.92"
"LUPIN","EQ","05-May-2017","       1261.75","       1265.00","       1272.50","       1249.95","       1250.00","       1252.35","       1258.02","     779255","           980321185.70","      31930","     338605","         43.45"
"LUPIN","EQ","08-May-2017","       1252.35","       1254.80","       1285.00","       1248.15","       1278.65","       1279.80","       1268.97","    1359954","          1725735695.15","      28574","     887685","         65.27"
